source,target,bleed_genes
Epidermal ectoderm,Telencephalon dorsal,"['C7H16orf87', 'ackr3b', 'akap12b', 'aplnra', 'aplnrb', 'arhgap5', 'arl4d', 'arl6ip5a', 'bcl2l1', 'cdc14b', 'cdc42ep4a', 'csrp1a', 'cxcr4a', 'dkk1b', 'dmd', 'drll.2', 'dync1li1', 'ednraa', 'efnb2a', 'egln1b', 'erf', 'etv5a', 'eve1', 'f11r.1', 'flrt3', 'foxd5', 'foxo1a', 'foxp2', 'fzd7a', 'fzd7b', 'gbx1', 'gfi1aa', 'hdlbpa', 'her1', 'her12', 'hivep2a', 'hoxb7a', 'hoxb8a', 'hoxc6a', 'hoxc8a', 'irx3a', 'ism1', 'itgb5', 'jcada', 'kazald2', 'kdrl', 'klf17', 'klf2a', 'klf2b', 'klf7a', 'krt99', 'lamb1a', 'lamc1', 'lhfpl6', 'mef2d', 'meis1b', 'mych', 'myclb', 'myod1', 'notch1a', 'nrarpa', 'ntd5', 'olig4', 'pbx4', 'pcdh10b', 'pitx2', 'pmp22b', 'prox1a', 'ptp4a2b', 'rasgef1ba', 'rhov', 'rreb1a', 'rxraa', 'sdc4', 'si:ch211-106e7.2', 'six4a', 'smtnl', 'sp5l', 'stox1', 'tbx1', 'tbxta', 'tcf3b', 'tcf7l1a', 'tmed10', 'tram1', 'twist2', 'unc5b', 'uncx4.1', 'wnt8a', 'xbp1']"
Epidermal ectoderm,tailbud PSM,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'arf5', 'arl4ab', 'arl6ip5a', 'atp2b1a', 'bambia', 'bcl2l1', 'bmp4', 'btg2', 'cd63', 'cdh6', 'cdkn1ca', 'chst11', 'cnn3a', 'creb3l1', 'csrp1a', 'ctcf', 'dbx1a', 'dync1li1', 'erf', 'esrra', 'etv5a', 'fbln2', 'fn1a', 'foxp2', 'gcm2', 'gsc', 'h1-0', 'hdlbpa', 'id3', 'irx3a', 'itga6a', 'kdrl', 'klf17', 'klf7a', 'klf8', 'lamc1', 'lmo4a', 'lratd1', 'map2k6', 'mns1', 'msx3', 'noto', 'nr2f2', 'nr6a1a', 'pax2a', 'pax3a', 'pax6a', 'pbx4', 'pcdh10b', 'pitx2', 'ptp4a2b', 'rfx2', 'rxrgb', 'sall1a', 'sox11b', 'sox2', 'stmn1a', 'tbx3b', 'tcf7l2', 'tdgf1', 'tead1a', 'tmed10', 'tram1', 'tuba1a', 'ved', 'wnt11f2', 'zc4h2', 'zic2a', 'znfl2a']"
Forebrain ventral,Cephalic mesoderm,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'adka', 'admp', 'ahi1', 'aldob', 'anp32e', 'aspm', 'baz1b', 'bcl2l1', 'btg2', 'c1qbp', 'cbx3a', 'cbx5', 'cdca8', 'cdh6', 'cdkn1ca', 'chaf1a', 'chrd', 'clic4', 'crabp2b', 'csrp1a', 'ctcf', 'cxcr4a', 'dkc1', 'dlgap5', 'dnmt3bb.2', 'dync1li1', 'efna1a', 'egln1b', 'elavl3', 'emx2', 'emx3', 'epcam', 'eppk1', 'etv5b', 'foxd3', 'foxd5', 'foxg1a', 'foxn2b', 'foxo1a', 'gfi1aa', 'gmnn', 'grhl1', 'h1-0', 'her1', 'her12', 'her6', 'her8a', 'itm2cb', 'kdrl', 'klf2a', 'klf2b', 'klf3', 'klf7a', 'krt18a.1', 'krt4', 'krt99', 'lamp2', 'lratd1', 'map2k6', 'mef2d', 'mibp2', 'mns1', 'msx1b', 'msx3', 'mych', 'mycn', 'nap1l1', 'nasp', 'nop58', 'noto', 'nr6a1a', 'nsd2', 'oclna', 'otx1', 'pax6a', 'pax6b', 'pcdh8', 'pdap1a', 'perp', 'pold3', 'prmt1', 'rasl11b', 'rbbp4', 'rcc1', 'rhov', 'rnd1b', 'rpl19', 'rpl38', 'rplp2l', 'sall1a', 'sdc4', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'skia', 'snai2', 'sox11a', 'sox11b', 'srrm4', 'supt16h', 'tbx6', 'tcf3b', 'tcf7l1a', 'tcf7l1b', 'tdgf1', 'tead1a', 'tgif1', 'tp63', 'tpx2', 'trps1', 'uhrf1', 'unc5b', 'unga', 'vgll4l', 'zbtb18', 'zc4h2', 'zeb1b', 'zeb2a', 'zfand5a', 'znf576.2', 'zswim5']"
Forebrain ventral,Definitive endoderm late,"['C7H16orf87', 'adka', 'admp', 'ahi1', 'alcamb', 'aldob', 'anp32e', 'arf5', 'aspm', 'baz1b', 'bcl2l1', 'bhlha15', 'btg2', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cdc14b', 'cdca8', 'cdh2', 'cdkn1ca', 'cdt1', 'chaf1a', 'clic4', 'csrp1a', 'ctcf', 'dact2', 'dkc1', 'dld', 'dlgap5', 'dnmt3bb.2', 'dync1li1', 'efnb2b', 'egln1b', 'elob', 'emx2', 'emx3', 'epha2a', 'eppk1', 'erf', 'foxd3', 'foxd5', 'foxg1a', 'foxn2b', 'foxp1b', 'fscn1a', 'gfi1aa', 'gmnn', 'her12', 'her8a', 'her9', 'klf2b', 'krt99', 'lef1', 'mab21l2', 'map2k6', 'mibp2', 'mns1', 'mych', 'mycn', 'nap1l1', 'ncapd2', 'nog1', 'nop58', 'notch1a', 'noto', 'nr2f2', 'nr6a1a', 'nrarpa', 'nsd2', 'pax6a', 'pax6b', 'pbx4', 'pdap1a', 'pitx2', 'plagl2', 'pold3', 'prmt1', 'rab11fip4a', 'rasl11b', 'rbbp4', 'rbmx', 'rcc1', 'rfx2', 'rhov', 'rnd1b', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rrbp1b', 'sall1a', 'sdc4', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'snai2', 'sox10', 'sox11b', 'sox5', 'srrm4', 'stmn1a', 'stox1', 'supt16h', 'tcf3b', 'tcf7l1a', 'tdgf1', 'tead1a', 'tfap2c', 'tlcd5a', 'tmed10', 'tpx2', 'trps1', 'uhrf1', 'unc5b', 'unga', 'zbtb18', 'zc4h2', 'zeb1a', 'zeb2a', 'zfand5a', 'zic2b', 'znf576.2', 'zswim5']"
Forebrain ventral,Epidermal ectoderm,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'adka', 'aldob', 'anp32e', 'aplnrb', 'arf5', 'arl4aa', 'aspm', 'baz1b', 'btg2', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cd63', 'cdc14b', 'cdca8', 'cdh6', 'cdkn1ca', 'cdt1', 'chaf1a', 'cnn3a', 'csrp1a', 'ctcf', 'cux1a', 'dkc1', 'dlgap5', 'dnmt3bb.2', 'dync1li1', 'efna1a', 'egln1b', 'elavl3', 'etv5b', 'fbln2', 'flrt3', 'foxa3', 'foxc1a', 'foxd3', 'foxg1a', 'foxn2b', 'fzd7b', 'gbx1', 'gfi1aa', 'gmnn', 'gsc', 'her12', 'irx7', 'ism1', 'itm2cb', 'jcada', 'kirrel3l', 'klf8', 'lef1', 'lhx1a', 'lratd1', 'mab21l2', 'map2k6', 'meox1', 'mibp2', 'mych', 'ncapd2', 'notch1a', 'noto', 'nr6a1a', 'nrarpa', 'osr1', 'otx1', 'otx2a', 'pax6a', 'pbx1b', 'pbx4', 'pcdh10b', 'pdap1a', 'pitx2', 'plagl2', 'pold3', 'prmt1', 'rasgef1ba', 'rbbp4', 'rbmx', 'rcc1', 'rhov', 'ripply1', 'rnd1b', 'rpl19', 'rpl38', 'rplp2l', 'rrbp1b', 'sall1a', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:dkey-261m9.12', 'sox11b', 'srrm4', 'stmn1a', 'stox1', 'supt16h', 'tbx16', 'tbx16l', 'tbx6', 'tcf3b', 'tcf7l1a', 'tdgf1', 'tead1a', 'tgif1', 'tpx2', 'tshz3b', 'uhrf1', 'unga', 'wnt8a', 'zc4h2', 'zeb1a', 'zeb2a', 'zfand5a', 'zic2a', 'zic2b', 'zic3', 'znf576.2', 'zswim5']"
Forebrain ventral,Hindbrain 1,"['C7H16orf87', 'acvr1ba', 'admp', 'ahi1', 'aldob', 'aplnrb', 'arhgap5', 'arl4d', 'arl6ip5a', 'aspm', 'atf6', 'atp2b1a', 'bambia', 'bcl2l1', 'btg2', 'cd63', 'cdc14b', 'cdca8', 'cdh6', 'cdkn1ca', 'cfl1l', 'cnn3a', 'ctcf', 'cux1a', 'cxcr4a', 'dkk1b', 'dld', 'dlgap5', 'drll.3', 'dync1li1', 'ednraa', 'egln1b', 'elavl3', 'elf1', 'emx2', 'epcam', 'erf', 'foxb1a', 'foxd3', 'foxh1', 'foxn2b', 'foxp1b', 'foxp2', 'fscn1a', 'gata3', 'gata5', 'gata6', 'gfi1aa', 'gli1', 'gmnn', 'grhl1', 'grhl2b', 'h1-0', 'her9', 'hivep2a', 'hoxb8a', 'itga6a', 'itgb5', 'klf17', 'klf3', 'krt18a.1', 'krt8', 'krt99', 'lamc1', 'lgals3b', 'lratd1', 'mns1', 'mych', 'myf5', 'notch1a', 'noto', 'oclna', 'osr1', 'pbx4', 'pcdh8', 'ptp4a2b', 'rfx2', 'rreb1a', 'rxrgb', 'sall1a', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:dkey-261m9.12', 'six3b', 'skia', 'snai1a', 'sox10', 'sp5l', 'stmn1a', 'stox1', 'szl', 'tbxtb', 'tcf7l1a', 'tdgf1', 'tgif1', 'tlcd5a', 'tp63', 'tpx2', 'tuba1a', 'unc5b', 'ved', 'vgll4l', 'vrtn', 'wnt11f2', 'wnt8a', 'zbtb18', 'zc4h2', 'zfand5a', 'zgc:174154', 'znf576.2', 'zswim5']"
Forebrain ventral,Hindbrain 2,"['ackr3b', 'admp', 'ahi1', 'akap12b', 'aldob', 'aplnrb', 'arl6ip5a', 'aspm', 'atp2b1a', 'bambia', 'bcl2l1', 'btg2', 'cd63', 'cdc14b', 'cdca8', 'cdh6', 'cdkn1ca', 'cfl1l', 'cnn3a', 'ctcf', 'cxcr4a', 'dkk1b', 'dld', 'dlgap5', 'dlx3b', 'drll.3', 'dync1li1', 'efnb2a', 'elavl3', 'emx2', 'emx3', 'epha2a', 'eppk1', 'erf', 'foxb1a', 'foxc1a', 'foxd3', 'foxh1', 'foxn2b', 'foxp1b', 'foxp2', 'fzd7b', 'gata5', 'gata6', 'gfi1aa', 'grhl1', 'grhl2b', 'h1-0', 'her1', 'her7', 'her9', 'hivep2a', 'ism1', 'itga6a', 'itgb5', 'jcada', 'kdrl', 'krt18a.1', 'krt8', 'lamc1', 'lgals3b', 'lhfpl6', 'lhx1a', 'lima1a', 'lmo4a', 'mns1', 'msgn1', 'mych', 'notch1a', 'noto', 'oclna', 'osr1', 'pbx4', 'ptp4a2b', 'rab11fip4a', 'rasgef1ba', 'rfx2', 'rreb1a', 'sall1a', 'sdc4', 'six3b', 'skia', 'smtnl', 'snai2', 'sox10', 'sox11b', 'sox19a', 'sox2', 'srrm4', 'stox1', 'szl', 'tbxtb', 'tcf3b', 'tdgf1', 'tead1a', 'tgif1', 'tp63', 'tuba1a', 'unc5b', 'vrtn', 'wnt8a', 'zbtb18', 'zc4h2', 'zeb1b', 'zfand5a', 'zgc:174154', 'znf576.2', 'zswim5']"
Forebrain ventral,Hindbrain 3,"['C7H16orf87', 'admp', 'ahi1', 'akap12b', 'aplnrb', 'arhgap5', 'aspm', 'atp2b1a', 'bambia', 'bcl2l1', 'ccnf', 'cd63', 'cdc14b', 'cdca8', 'cdh6', 'cfl1l', 'clic4', 'cnn3a', 'creb3l1', 'creb3l2', 'ctcf', 'cux1a', 'dkc1', 'dlgap5', 'drll.3', 'dync1li1', 'efnb2a', 'egln1b', 'emx2', 'epcam', 'erf', 'ets2', 'fbln2', 'foxb1a', 'foxb1b', 'foxc1a', 'foxd3', 'foxd5', 'foxh1', 'foxn2b', 'foxp1b', 'foxp2', 'fzd7b', 'gata2a', 'gata5', 'gfi1aa', 'gli1', 'gmnn', 'gsc', 'h1-0', 'her7', 'hivep2a', 'ism1', 'itga6a', 'itgb5', 'jcada', 'kirrel3l', 'klf17', 'klf2a', 'klf2b', 'klf3', 'krt8', 'lamb1a', 'lamc1', 'lhx1a', 'lima1a', 'lmo2', 'lratd1', 'mab21l2', 'mns1', 'mych', 'mycn', 'nop58', 'noto', 'oclna', 'osr1', 'pbx4', 'pdap1a', 'perp', 'pold3', 'prdm1a', 'prmt1', 'prox1a', 'rab11fip4a', 'rasgef1ba', 'rbbp4', 'rbmx', 'rcc1', 'rfx2', 'rhov', 'rnd1b', 'rpl4', 'rreb1a', 'sall1a', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:dkey-261m9.12', 'six3b', 'skia', 'smtnl', 'snai1a', 'snai2', 'sox10', 'sox11b', 'sox19a', 'stox1', 'supt16h', 'szl', 'tbxta', 'tcf3b', 'tdgf1', 'tead1a', 'tgif1', 'tlcd5a', 'tp63', 'tpx2', 'unc5b', 'unga', 'vrtn', 'wnt11f2', 'xbp1', 'zeb1a', 'zfand5a', 'zswim5']"
Forebrain ventral,Midbrain,"['acvr1ba', 'admp', 'ahi1', 'akap12b', 'aplnrb', 'arf5', 'arl4ab', 'aspm', 'atf6', 'atp2b1a', 'bambia', 'bcl2l1', 'bmp2b', 'btg2', 'cd63', 'cdc14b', 'cdca8', 'cdh6', 'cdkn1ca', 'cnn3a', 'csrp1a', 'cux1a', 'cxcr4a', 'dlgap5', 'dlx3b', 'drll.3', 'dync1li1', 'egln1b', 'elavl3', 'elf1', 'epcam', 'epha2a', 'eppk1', 'erf', 'etv5b', 'foxb1a', 'foxb1b', 'foxd3', 'foxd5', 'foxg1a', 'foxh1', 'foxn2b', 'foxp1b', 'foxp2', 'fscn1a', 'gata2a', 'gata3', 'gata5', 'gfi1aa', 'gmnn', 'grhl1', 'grhl2b', 'gsc', 'h1-0', 'her1', 'her12', 'her7', 'her9', 'hoxb7a', 'hoxb8a', 'hoxb9a', 'hoxc3a', 'itga6a', 'itgb5', 'itm2cb', 'kdrl', 'klf17', 'krt4', 'krt8', 'lamb1a', 'lamc1', 'lamp2', 'lef1', 'lhfpl6', 'lhx5', 'lratd1', 'mef2d', 'mns1', 'msgn1', 'mych', 'myf5', 'notch1a', 'osr1', 'otx2b', 'pcdh10b', 'ripply1', 'rreb1a', 'rxraa', 'sall1a', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'six3b', 'skia', 'smtnl', 'snai1a', 'snai2', 'sox11b', 'sox5', 'srrm4', 'stmn1a', 'stox1', 'szl', 'tbx6', 'tbxtb', 'tcf3b', 'tcf7l1a', 'tcf7l2', 'tdgf1', 'tgif1', 'tp63', 'tpx2', 'tuba1a', 'unc5b', 'vgll4l', 'vrtn', 'wnt8a', 'zbtb18', 'zfand5a', 'zgc:174154', 'znf576.2', 'zswim5']"
Forebrain ventral,Midbrain hindbrain boundary 2,"['acvr1ba', 'admp', 'ahi1', 'akap12b', 'aplnrb', 'arf5', 'arhgap5', 'arl4ab', 'aspm', 'atf6', 'atp2b1a', 'bach1b', 'bcl2l1', 'bhlha15', 'bmp2b', 'btg2', 'cd63', 'cdc14b', 'cdca8', 'cdh1', 'cdh2', 'cdh6', 'cdkn1ca', 'cnn3a', 'cux1a', 'cxcr4a', 'dlgap5', 'dlx3b', 'drll.3', 'dync1li1', 'efna1a', 'egln1b', 'elavl3', 'emx2', 'emx3', 'epcam', 'eppk1', 'erf', 'ets2', 'fn1a', 'foxb1a', 'foxd3', 'foxg1a', 'foxh1', 'foxn2b', 'foxp1b', 'foxp2', 'fscn1a', 'gata3', 'gata5', 'gata6', 'gfi1aa', 'gmnn', 'grhl2b', 'h1-0', 'her7', 'her9', 'hivep2a', 'hoxb9a', 'itgb5', 'jcada', 'kdrl', 'klf17', 'klf2b', 'klf8', 'krt18a.1', 'krt4', 'krt8', 'lamb1a', 'lamc1', 'lamp2', 'lbx2', 'lgals3b', 'lratd1', 'mef2d', 'msgn1', 'notch1a', 'noto', 'nrarpa', 'oclna', 'osr1', 'pax6a', 'pbx4', 'prox1a', 'rbbp4', 'rreb1a', 'rxraa', 'rxrgb', 'sall1a', 'si:ch211-106e7.2', 'si:ch211-113a14.18', 'si:dkey-261m9.12', 'six3b', 'six4b', 'skia', 'smtnl', 'snai2', 'sox11b', 'sox13', 'sox19a', 'srrm4', 'stmn1a', 'stox1', 'szl', 'tbx16l', 'tbxtb', 'tcf3b', 'tcf7l1a', 'tdgf1', 'tgif1', 'tlcd5a', 'tpx2', 'tram1', 'trps1', 'tuba1a', 'unc5b', 'vgll4l', 'vrtn', 'wnt11f2', 'zbtb18', 'zfand5a', 'znf576.2', 'zswim5']"
Forebrain ventral,Notochord,"['akap12b', 'alcamb', 'aldob', 'anp32e', 'arhgap5', 'arl4ab', 'atp2b1a', 'bambia', 'baz1b', 'bcl2l1', 'bhlha15', 'btg2', 'c1qbp', 'cbx3a', 'cbx5', 'cdc14b', 'cdca8', 'cdh6', 'cdt1', 'cfl1l', 'chaf1a', 'chrd', 'crabp2b', 'csrp1a', 'ctcf', 'dact2', 'dkc1', 'dld', 'dync1li1', 'efnb2a', 'efnb2b', 'egln1b', 'emx2', 'emx3', 'eppk1', 'erf', 'foxd3', 'foxn2b', 'foxo1a', 'foxp1b', 'fzd7a', 'fzd7b', 'gata2a', 'gbx1', 'gfi1aa', 'gli1', 'gmnn', 'grhl1', 'gsc', 'id3', 'klf2b', 'klf3', 'klf7a', 'klf8', 'krt18a.1', 'krt4', 'krt8', 'krt99', 'lamp2', 'lima1a', 'lratd1', 'mab21l2', 'map2k6', 'meis1b', 'mibp2', 'nasp', 'ncapd2', 'nr6a1a', 'olig4', 'pax3a', 'pax6a', 'pax6b', 'pbx1b', 'pdap1a', 'plagl2', 'pold3', 'prdm1a', 'prmt1', 'rasgef1ba', 'rbmx', 'rhov', 'ripply1', 'rpl19', 'rpl4', 'rplp2l', 'rxrgb', 'sdc4', 'si:ch211-113a14.12', 'si:ch211-155e24.3', 'six4b', 'smtnl', 'sox10', 'sox5', 'sp8b', 'spon1b', 'srrm4', 'stmn1a', 'tbx1', 'tbx6', 'tcf3b', 'tead1a', 'tfap2a', 'tgif1', 'tp63', 'tpx2', 'uhrf1', 'uncx4.1', 'unga', 'vrtn', 'zc4h2', 'zeb1b', 'zic2b', 'zic3', 'znf576.2', 'zswim5']"
Forebrain ventral,Optic cup,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'admp', 'ahi1', 'akap12b', 'aplnrb', 'arl6ip5a', 'aspm', 'atf6', 'atp2b1a', 'axin2', 'bmp2b', 'btg2', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdh6', 'cdkn1ca', 'cnn3a', 'crabp2b', 'ctcf', 'cux1a', 'dlgap5', 'dlx3b', 'drll.3', 'dync1li1', 'ednraa', 'efemp2b', 'efna1a', 'elavl3', 'elf1', 'emx2', 'epha2a', 'eppk1', 'etv5b', 'fn1b', 'foxd3', 'foxh1', 'foxn2b', 'foxp1b', 'foxp2', 'fzd7b', 'gata2a', 'gata3', 'gfi1aa', 'gmnn', 'grhl1', 'gsc', 'h1-0', 'her1', 'hoxb7a', 'hoxb8a', 'hoxb9a', 'hoxc3a', 'hoxc8a', 'ism1', 'itga6a', 'itgb5', 'jcada', 'kdrl', 'klf17', 'krt4', 'krt8', 'krt99', 'lamb1a', 'lamc1', 'lamp2', 'lgals3b', 'lmo4a', 'lratd1', 'mef2d', 'meis3', 'mns1', 'msgn1', 'myclb', 'nasp', 'nog1', 'noto', 'nsd2', 'oclna', 'osr1', 'otx2a', 'pbx4', 'pcdh10b', 'rbbp4', 'rxrgb', 'sall1a', 'sdc4', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'smtnl', 'snai1a', 'snai2', 'sox11a', 'sox11b', 'sp5l', 'sp8b', 'srrm4', 'stmn1a', 'stox1', 'szl', 'tbx1', 'tbx16l', 'tbx6', 'tbxtb', 'tcf3b', 'tcf7l1b', 'tdgf1', 'tead1a', 'tfap2a', 'tgif1', 'tlcd5a', 'tp63', 'tpx2', 'tram1', 'trps1', 'unc5b', 'uncx4.1', 'vrtn', 'wnt8a', 'zbtb18', 'zc4h2', 'zfand5a', 'znf576.2', 'znfl2a', 'zswim5']"
Forebrain ventral,Placode lens,"['C7H16orf87', 'ackr3b', 'alcamb', 'aldob', 'anp32e', 'aplnrb', 'arf5', 'arhgap5', 'arl4ab', 'arl6ip5a', 'aspm', 'atf6', 'atp2b1a', 'baz1b', 'bcl2l1', 'bhlha15', 'cbx3a', 'cbx5', 'ccnf', 'cdc14b', 'cdca8', 'cdx1a', 'chaf1a', 'cnn3a', 'creb3l2', 'csrp1a', 'ctcf', 'cxcr4a', 'dkc1', 'dlgap5', 'dnmt3bb.2', 'dync1li1', 'ednraa', 'efemp2b', 'efna1a', 'efnb2a', 'egln1b', 'elob', 'erf', 'esrra', 'eve1', 'fgf8a', 'flrt3', 'foxa3', 'foxb1b', 'foxc1a', 'foxd3', 'foxg1a', 'foxh1', 'foxn2b', 'foxo1a', 'fzd7a', 'fzd7b', 'fzd8a', 'gata5', 'gata6', 'gfi1aa', 'gmnn', 'h1-0', 'her1', 'her12', 'her7', 'hoxb7a', 'hoxb8a', 'hoxb9a', 'hoxc3a', 'irx3a', 'irx5a', 'ism1', 'itgb5', 'jcada', 'kdrl', 'klf3', 'klf8', 'lbx2', 'lmo2', 'lratd1', 'map2k6', 'mef2d', 'meis3', 'mibp2', 'msgn1', 'myclb', 'mycn', 'nap1l1', 'ncapd2', 'nop58', 'nr6a1a', 'nsd2', 'osr1', 'otx2b', 'pax3a', 'pbx4', 'pcdh10b', 'pcdh8', 'pdap1a', 'perp', 'plagl2', 'pold3', 'prmt1', 'raraa', 'rbbp4', 'rbmx', 'rcc1', 'rhov', 'ripply1', 'rnd1b', 'rpl19', 'rpl38', 'rplp2l', 'rrbp1b', 'rx3', 'rxraa', 'rxrgb', 'sdc4', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'snai1a', 'sox11a', 'sp5l', 'srrm4', 'stox1', 'supt16h', 'szl', 'tbx1', 'tbx16l', 'tbx3b', 'tbx6', 'tbxtb', 'tcf3b', 'tcf7l1b', 'tdgf1', 'tead1a', 'tgif1', 'tlcd5a', 'tpx2', 'uhrf1', 'uncx4.1', 'unga', 'wnt11f2', 'wnt8a', 'zc4h2', 'zeb2a', 'zfand5a', 'zic3', 'znf576.2', 'znfl2a', 'zswim5']"
Forebrain ventral,Prechordal plate (axial mesoderm) late,"['C7H16orf87', 'acvr1ba', 'adka', 'anp32e', 'arl4ab', 'bcl2l1', 'bmp2b', 'cbx3a', 'cbx5', 'cdh6', 'chaf1a', 'cnn3a', 'crabp2b', 'creb3l2', 'ctcf', 'cxcr4a', 'dkc1', 'dkk1b', 'dlgap5', 'dlx3b', 'efemp2b', 'efnb2a', 'emx3', 'ephb3a', 'eppk1', 'etv5a', 'etv5b', 'eve1', 'fgf8a', 'fn1b', 'foxd3', 'foxi1', 'fzd7b', 'gata3', 'gsc', 'her1', 'her6', 'her7', 'hoxb8a', 'hoxc8a', 'irx5a', 'ism1', 'itm2cb', 'jcada', 'kdrl', 'klf7a', 'lamb1a', 'lamc1', 'lbx2', 'lhx1a', 'lima1a', 'lmo2', 'mab21l2', 'msx1b', 'myf5', 'ntd5', 'oclna', 'pax3a', 'pbx4', 'pdap1a', 'pmp22b', 'prmt1', 'prox1a', 'rcc1', 'rhov', 'rplp2l', 'rxraa', 'rxrgb', 'sdc4', 'si:ch211-113a14.12', 'six3b', 'six4a', 'six7', 'snai2', 'sox10', 'stmn1a', 'tbx16l', 'tbxtb', 'tcf3b', 'tcf7l1a', 'tead1a', 'tpx2', 'vent', 'wnt8a', 'zc4h2', 'zeb2a', 'znf576.2']"
Forebrain ventral,Prechordal plate early,"['C7H16orf87', 'acvr1ba', 'adka', 'anp32e', 'aplnrb', 'arl6ip5a', 'bcl2l1', 'bmp2b', 'bmp7a', 'cbx3a', 'cbx5', 'cdca8', 'cdx1a', 'chaf1a', 'cnn3a', 'crabp2b', 'creb3l2', 'ctcf', 'cxcr4a', 'dkc1', 'dlgap5', 'efemp2b', 'efnb2a', 'emx2', 'emx3', 'ephb3a', 'eppk1', 'etv5a', 'etv5b', 'fgf8a', 'foxd3', 'foxh1', 'fzd7b', 'fzd8a', 'gata3', 'gata5', 'gfi1aa', 'her1', 'hoxb8a', 'hoxc3a', 'hoxc8a', 'itm2cb', 'jcada', 'kdrl', 'kirrel3l', 'klf2a', 'klf7a', 'lamc1', 'lbx2', 'lhx1a', 'lima1a', 'meis2a', 'mibp2', 'msgn1', 'msx1b', 'myclb', 'nop58', 'noto', 'pax3a', 'pax6b', 'pbx4', 'pdap1a', 'prmt1', 'rcc1', 'rhov', 'rpl19', 'rplp2l', 'rxraa', 'rxrgb', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'six3b', 'six4a', 'six7', 'snai1a', 'snai2', 'sox10', 'sp5l', 'stmn1a', 'szl', 'tbx16l', 'tbxtb', 'tcf3b', 'tcf7', 'tcf7l1a', 'tead1a', 'tfap2a', 'tfap2c', 'tpx2', 'uncx4.1', 'ved', 'vgll4l', 'vrtn', 'wnt11f2', 'wnt8a', 'zc4h2', 'zeb2a', 'znf576.2', 'znfl2a']"
Forebrain ventral,Presumptive telencephalon,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'admp', 'ahi1', 'akap12b', 'aplnrb', 'arf5', 'arhgap5', 'arl6ip5a', 'aspm', 'atf6', 'bambia', 'bcl2l1', 'bmp2b', 'bmp4', 'btg2', 'ccnf', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdkn1ca', 'cdx1a', 'cnn3a', 'crabp2b', 'ctcf', 'cux1a', 'dkk1b', 'dlgap5', 'drll.3', 'dync1li1', 'efemp2b', 'efna1a', 'elf1', 'esrra', 'f11r.1', 'fezf2', 'foxd3', 'foxd5', 'foxn2b', 'foxp2', 'fzd7b', 'gata5', 'gfi1aa', 'grhl1', 'grhl2b', 'gsc', 'h1-0', 'her7', 'her9', 'hoxb7a', 'hoxb8a', 'hoxb9a', 'hoxc3a', 'ism1', 'itga6a', 'itgb5', 'itm2cb', 'kdrl', 'klf17', 'klf2b', 'krt99', 'lgals3b', 'lima1a', 'lmo2', 'lmo4a', 'lratd1', 'mef2d', 'mns1', 'msgn1', 'msx3', 'myf5', 'myod1', 'ncapd2', 'oclna', 'osr1', 'otx2a', 'pbx1b', 'pbx4', 'pcdh10b', 'perp', 'pold3', 'rbbp4', 'rpl19', 'rpl4', 'rreb1a', 'rxraa', 'rxrgb', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:dkey-261m9.12', 'six4a', 'smtnl', 'snai1a', 'sox10', 'sox11a', 'sox11b', 'sox19a', 'stmn1a', 'stox1', 'szl', 'tagln2', 'tbx1', 'tbx3b', 'tbx6', 'tbxtb', 'tcf3b', 'tcf7l1b', 'tfap2a', 'tfap2c', 'tlcd5a', 'tpx2', 'trps1', 'tshz3b', 'tuba1a', 'unc5b', 'uncx4.1', 'ved', 'vent', 'vgll4l', 'vrtn', 'wnt8a', 'zbtb18', 'zc4h2', 'znf576.2', 'znfl2a', 'zswim5']"
