source,target,bleed_genes
Placode otic,Neural plate border,"['C7H16orf87', 'admp', 'ahi1', 'alcamb', 'aplnrb', 'apoc1', 'arf5', 'arhgap5', 'arl4aa', 'atf6', 'atp2b1a', 'bach1b', 'baz1b', 'bhlha15', 'bmp4', 'bmp7a', 'cbx5', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdh1', 'cdkn1ca', 'cdt1', 'cdx1a', 'cfl1l', 'chaf1a', 'cnn3a', 'creb3l1', 'creb3l2', 'ctcf', 'cux1a', 'dbx1a', 'drll.3', 'ednraa', 'efnb2a', 'egln1b', 'elf1', 'emx2', 'epcam', 'ephb3a', 'eppk1', 'erf', 'ets2', 'etv5b', 'fezf2', 'fn1b', 'foxa2', 'foxa3', 'foxb1a', 'foxd5', 'foxp2', 'fzd7a', 'gata2a', 'gbx1', 'gcm2', 'grhl1', 'gsc', 'hdlbpa', 'her1', 'her6', 'her7', 'hivep2a', 'hoxc8a', 'hsp90aa1.2', 'irx3a', 'itgb5', 'kazald2', 'klf2b', 'klf3', 'krt18a.1', 'krt8', 'krt99', 'lamp2', 'lbx2', 'lft1', 'lgals3b', 'lhx1a', 'lhx5', 'lima1a', 'lmo2', 'lratd1', 'mab21l2', 'mns1', 'msgn1', 'nap1l1', 'nasp', 'ncapd2', 'notch1a', 'nr2f2', 'oclna', 'olig4', 'pbx1b', 'perp', 'plagl2', 'pold3', 'ptp4a2b', 'rbbp4', 'rcc1', 'rfx2', 'ripply1', 'rpl19', 'rplp2l', 'rxrgb', 'sall3b', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'skia', 'smtnl', 'sox11b', 'sox13', 'stmn1a', 'stox1', 'supt16h', 'tbx16', 'tbx16l', 'tbx3b', 'tbxtb', 'tcf7', 'tcf7l1b', 'tcf7l2', 'tfap2c', 'tpx2', 'tram1', 'uhrf1', 'uncx4.1', 'vent', 'wnt11f2', 'zbtb18', 'zfand5a', 'zgc:174154', 'znf185', 'znfl2a', 'zswim5']"
Placode otic,Non-neural ectoderm,"['C7H16orf87', 'adka', 'ahi1', 'arf5', 'arhgap5', 'arl4aa', 'arl4d', 'arl6ip5a', 'atf6', 'bach1b', 'baz1b', 'btg2', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdh2', 'cdkn1ca', 'cdt1', 'chaf1a', 'chrd', 'chst11', 'clic4', 'cnn3a', 'ctcf', 'dact2', 'dbx1a', 'dkc1', 'dld', 'dlgap5', 'dnmt3bb.2', 'dync1li1', 'efnb2b', 'elavl3', 'elob', 'epha2a', 'ephb3a', 'etv5b', 'f11r.1', 'fbln2', 'fezf2', 'fgf8a', 'foxa', 'foxa2', 'foxa3', 'foxc1b', 'foxd3', 'foxn2b', 'foxp1b', 'foxp2', 'fzd7b', 'gata5', 'h1-0', 'hdlbpa', 'her1', 'hivep2a', 'hoxb1b', 'irx3a', 'itga6a', 'itgb5', 'jcada', 'kazald2', 'krt99', 'lamc1', 'lhx1a', 'lmo4a', 'lratd1', 'mab21l2', 'map2k6', 'mibp2', 'myf5', 'nap1l1', 'nasp', 'ncapd2', 'ndr2', 'nop58', 'nr2f2', 'nsd2', 'ntd5', 'olig4', 'osr1', 'pax3a', 'pax6a', 'pbx1b', 'pbx4', 'pcdh8', 'pdap1a', 'perp', 'pmp22b', 'pold3', 'prdm1a', 'prmt1', 'prox1a', 'rbbp4', 'rbmx', 'rcc1', 'ripply1', 'rpl19', 'rpl4', 'rplp2l', 'rx3', 'shha', 'si:ch211-106e7.2', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six7', 'sox10', 'sox11b', 'sox5', 'sp8b', 'spon1b', 'stmn1a', 'supt16h', 'tbx3b', 'tbx6', 'tcf3b', 'tcf7l1a', 'tcf7l1b', 'tcf7l2', 'tdgf1', 'tead1a', 'tgif1', 'tmed10', 'tpx2', 'tram1', 'trps1', 'uhrf1', 'unga', 'wnt8a', 'zbtb18', 'zc4h2', 'zeb1b', 'zfand5a', 'zgc:174154', 'znf576.2', 'zswim5']"
Placode otic,Periderm,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'akap12b', 'anp32e', 'aplnra', 'aplnrb', 'arf5', 'arhgap5', 'arl4ab', 'aspm', 'atf6', 'atp2b1a', 'baz1b', 'btg2', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdh2', 'cdh6', 'cdkn1ca', 'chaf1a', 'clic4', 'cnn3a', 'crabp2b', 'ctcf', 'cxcr4a', 'dact2', 'dbx1a', 'dkc1', 'dlgap5', 'dmd', 'dnmt3bb.2', 'drll.3', 'dync1li1', 'efnb2a', 'efnb2b', 'egln1b', 'elob', 'erf', 'fezf2', 'fgf8a', 'fn1a', 'foxa2', 'foxa3', 'foxc1b', 'foxd3', 'foxh1', 'fzd7a', 'fzd7b', 'gcm2', 'gmnn', 'h1-0', 'hdlbpa', 'her6', 'her7', 'her9', 'hoxb1b', 'hoxb8a', 'hsp90aa1.2', 'irx3a', 'itga6a', 'itm2cb', 'jcada', 'kazald2', 'kirrel3l', 'lhx1a', 'lhx5', 'lima1a', 'lratd1', 'map2k6', 'meis2a', 'mibp2', 'myclb', 'mycn', 'myf5', 'nap1l1', 'nasp', 'ncapd2', 'nop58', 'nr6a1a', 'nrarpa', 'olig4', 'osr1', 'otx2b', 'pax6a', 'pbx1b', 'pbx4', 'pdap1a', 'pold3', 'prickle1b', 'prmt1', 'prox1a', 'ptp4a2b', 'rab11fip4a', 'raraa', 'rasl11b', 'rbbp4', 'rbmx', 'rfx2', 'ripply1', 'rnd1b', 'rpl19', 'rpl4', 'rplp2l', 'rx3', 'shha', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:dkey-261m9.12', 'six7', 'smtnl', 'snai1a', 'snai2', 'sox10', 'sox2', 'sox5', 'sp5l', 'supt16h', 'tbx3b', 'tbx6', 'tbxta', 'tcf3b', 'tcf7l1a', 'tcf7l1b', 'tdgf1', 'tead1a', 'tfap2c', 'tmed10', 'tpx2', 'tram1', 'trps1', 'tshz3b', 'tuba1a', 'unga', 'wnt11f2', 'wnt8a', 'xbp1', 'zbtb18', 'zeb1a', 'zeb2a', 'zfand5a', 'zgc:174154', 'zic2a', 'znf576.2', 'znfl2a']"
Posterior lateral plate mesoderm,Cephalic mesoderm,"['adka', 'anp32e', 'arf5', 'arhgap5', 'bach1b', 'baz1b', 'bcl2l1', 'bhlha15', 'bmp7a', 'c1qbp', 'cbx5', 'cdh1', 'cdh2', 'cdh6', 'cdkn1ca', 'cfl1l', 'chaf1a', 'chrd', 'crabp2b', 'ctcf', 'cux1a', 'dlgap5', 'dnmt3bb.2', 'drll.3', 'dync1li1', 'efemp2b', 'egln1b', 'eppk1', 'erf', 'esrra', 'etv5a', 'etv5b', 'eve1', 'f11r.1', 'fn1b', 'foxn2b', 'gata2a', 'gata5', 'gata6', 'gfi1aa', 'grhl2b', 'h1-0', 'her12', 'her3', 'her7', 'hoxb1b', 'hoxb8a', 'ism1', 'itm2cb', 'jcada', 'kirrel3l', 'klf3', 'krt18a.1', 'krt4', 'lgals3b', 'lhx1a', 'lhx5', 'lima1a', 'lmo2', 'map2k6', 'mef2d', 'mns1', 'msx1b', 'mych', 'mycn', 'myod1', 'nasp', 'notch1a', 'noto', 'nrarpa', 'olig4', 'pax2a', 'pax3a', 'pcdh8', 'pdap1a', 'perp', 'plagl2', 'ptp4a2b', 'rfx2', 'rnd1b', 'rpl19', 'rpl4', 'rreb1a', 'sall1a', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'sox10', 'sox11b', 'sox5', 'srrm4', 'stmn1a', 'tbx16l', 'tbx6', 'tbxta', 'tbxtb', 'tcf3b', 'tfap2a', 'tpx2', 'trps1', 'tshz3b', 'tuba1a', 'tuba8l2', 'unga', 'vgll4l', 'wnt8a', 'zc4h2', 'zeb1b', 'zeb2a', 'zfand5a', 'zic2b', 'znf576.2', 'zswim5']"
Posterior lateral plate mesoderm,Definitive endoderm late,"['adka', 'admp', 'ahi1', 'alcamb', 'anp32e', 'apoc1', 'arf5', 'arhgap5', 'arl4aa', 'arl4d', 'aspm', 'atp2b1a', 'bach1b', 'baz1b', 'bcl2l1', 'bhlha15', 'bmp2b', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cdca8', 'cdh2', 'cdt1', 'cdx1a', 'chaf1a', 'clic4', 'crabp2b', 'ctcf', 'cux1a', 'dact2', 'dkc1', 'dkk1b', 'dlgap5', 'dnmt3bb.2', 'drll.3', 'dync1li1', 'efemp2b', 'egln1b', 'erf', 'etv5b', 'fn1a', 'fn1b', 'foxn2b', 'gfi1aa', 'gli2a', 'gmnn', 'grhl1', 'hdlbpa', 'hoxb7a', 'hoxb8a', 'hoxc3a', 'hoxc6a', 'hoxc8a', 'ism1', 'itgb5', 'itm2cb', 'jcada', 'kazald2', 'krt99', 'lef1', 'lgals3b', 'lmo2', 'mab21l2', 'map2k6', 'mef2d', 'meis3', 'mibp2', 'mns1', 'msx1b', 'mych', 'mycn', 'nap1l1', 'nasp', 'ncapd2', 'nop58', 'noto', 'nsd2', 'pax3a', 'pbx1b', 'pbx4', 'pdap1a', 'plagl2', 'pold3', 'prmt1', 'ptp4a2b', 'raraa', 'rbbp4', 'rbmx', 'rcc1', 'rhov', 'ripply1', 'rnd1b', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rreb1a', 'sall1a', 'sall3b', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'smtnl', 'sox10', 'sox11a', 'sox11b', 'sox5', 'srrm4', 'stmn1a', 'stox1', 'supt16h', 'tbx3b', 'tbxtb', 'tcf3b', 'tfap2a', 'tpx2', 'trps1', 'tshz3b', 'tuba1a', 'tuba8l2', 'uhrf1', 'unga', 'ved', 'vent', 'vrtn', 'wnt8a', 'zbtb18', 'zc4h2', 'zeb1a', 'zeb1b', 'zeb2a', 'zfand5a', 'zic2b', 'znf576.2']"
Posterior lateral plate mesoderm,Epidermal ectoderm,"['C7H16orf87', 'acvr1ba', 'adka', 'admp', 'ahi1', 'akap12b', 'anp32e', 'arf5', 'arhgap5', 'arl4aa', 'arl4ab', 'arl4d', 'aspm', 'atp2b1a', 'axin2', 'bach1b', 'baz1b', 'bhlha15', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cd63', 'cdc14b', 'cdca8', 'cdh6', 'cdt1', 'cdx1a', 'chaf1a', 'chrd', 'clic4', 'cnn3a', 'ctcf', 'cux1a', 'dkc1', 'dkk1b', 'dlgap5', 'dnmt3bb.2', 'drll.2', 'drll.3', 'dync1li1', 'efnb2b', 'elob', 'ephb3a', 'etv4', 'etv5b', 'eve1', 'fbln2', 'fgf8a', 'flrt3', 'foxa', 'foxa3', 'foxc1b', 'foxd3', 'foxd5', 'foxn2b', 'fscn1a', 'gata6', 'gbx1', 'gfi1aa', 'gli1', 'gli2a', 'gmnn', 'her3', 'her7', 'id3', 'itgb5', 'itm2cb', 'jcada', 'kazald2', 'lef1', 'lhfpl6', 'lhx5', 'lmo2', 'mab21l2', 'map2k6', 'meis2a', 'meis3', 'mibp2', 'mns1', 'myf5', 'myod1', 'nap1l1', 'nasp', 'ncapd2', 'ndr2', 'nog1', 'nop58', 'noto', 'nsd2', 'ntd5', 'olig4', 'pax3a', 'pbx1b', 'pbx4', 'pcdh8', 'pdap1a', 'plagl2', 'pold3', 'prmt1', 'ptp4a2b', 'rbbp4', 'rbmx', 'ripply1', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rreb1a', 'rx3', 'rxraa', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'sox10', 'sox11b', 'spon1b', 'srrm4', 'stmn1a', 'stox1', 'supt16h', 'tbx16', 'tbx16l', 'tbx3b', 'tbx6', 'tbxta', 'tbxtb', 'tcf3b', 'tcf7l1b', 'tgif1', 'tlcd5a', 'tpx2', 'tuba1a', 'tuba8l2', 'uhrf1', 'unga', 'vent', 'wnt8a', 'zbtb18', 'zc4h2', 'zeb1a', 'zeb2a', 'zfand5a', 'zic2a', 'zic2b', 'zic3', 'znf576.2', 'zswim5']"
Posterior lateral plate mesoderm,Heart field,"['C7H16orf87', 'admp', 'ahi1', 'akap12b', 'alcamb', 'anp32e', 'apoc1', 'arf5', 'arl4d', 'arl6ip5a', 'atp2b1a', 'bach1b', 'bambia', 'bcl2l1', 'bhlha15', 'btg2', 'c1qbp', 'cbx5', 'cd63', 'cdc42ep4a', 'cdh1', 'cdh2', 'cdkn1ca', 'cfl1l', 'chrd', 'clic4', 'csrp1a', 'cux1a', 'cxcr4a', 'dact2', 'dld', 'dlgap5', 'dmd', 'drll.2', 'drll.3', 'dync1li1', 'efemp2b', 'efnb2b', 'elf1', 'emx2', 'emx3', 'epha2a', 'ephb3a', 'eppk1', 'esrra', 'etv4', 'etv5b', 'eve1', 'f11r.1', 'fgf8a', 'foxa', 'foxa3', 'foxb1a', 'foxd3', 'foxd5', 'foxg1a', 'foxn2b', 'foxo1a', 'foxp2', 'fzd7b', 'gbx1', 'gfi1aa', 'gli2a', 'grhl1', 'grhl2b', 'h1-0', 'hdlbpa', 'her12', 'her3', 'her6', 'her7', 'her9', 'hivep2a', 'hoxb7a', 'itm2cb', 'jcada', 'kirrel3l', 'klf17', 'klf3', 'klf7a', 'krt18a.1', 'krt4', 'lamc1', 'lamp2', 'lgals3b', 'lhfpl6', 'lhx5', 'lima1a', 'lmo2', 'mef2d', 'mns1', 'mych', 'mycn', 'myod1', 'ncapd2', 'ndr2', 'notch1a', 'noto', 'nrarpa', 'olig4', 'otx2a', 'otx2b', 'pax3a', 'pax6b', 'pcdh8', 'plagl2', 'pmp22b', 'raraa', 'rasl11b', 'rbmx', 'rnd1b', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rrbp1b', 'rreb1a', 'rx3', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'si:ch211-155e24.3', 'sox10', 'sox11a', 'sox13', 'sox19a', 'sox2', 'srrm4', 'stmn1a', 'tbx16', 'tbx16l', 'tbx3b', 'tbx6', 'tcf3b', 'tfap2a', 'tfap2c', 'tgif1', 'tp63', 'tpx2', 'trps1', 'tshz3b', 'tuba1a', 'tuba8l2', 'ved', 'vgll4l', 'vrtn', 'wnt11f2', 'wnt8a', 'zc4h2', 'zeb2a', 'zfand5a', 'zic2a', 'zic2b', 'znf576.2', 'zswim5']"
Posterior lateral plate mesoderm,Intermediate mesoderm,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'ahi1', 'akap12b', 'alcamb', 'aldob', 'anp32e', 'arf5', 'arhgap5', 'arl4aa', 'atf6', 'atp2b1a', 'axin2', 'bach1b', 'bcl2l1', 'bhlha15', 'bmp2b', 'bmp7a', 'cd63', 'cdc42ep4a', 'cdh1', 'cdh2', 'cdh6', 'cdkn1ca', 'cfl1l', 'creb3l2', 'dkk1b', 'dlx3b', 'drll.3', 'dync1li1', 'efemp2b', 'efna1a', 'elavl3', 'elf1', 'emx2', 'emx3', 'erf', 'etv5a', 'fbln2', 'fn1a', 'foxa', 'foxa3', 'foxb1a', 'foxd3', 'foxd5', 'foxg1a', 'foxn2b', 'fscn1a', 'gbx1', 'gli1', 'gli2a', 'gsc', 'her3', 'her8a', 'hivep2a', 'irx5a', 'irx7', 'ism1', 'itgb5', 'kazald2', 'klf8', 'krt18a.1', 'krt4', 'lamb1a', 'lamc1', 'lgals3b', 'lhx5', 'lmo4a', 'mab21l2', 'mef2d', 'meis1b', 'meis2a', 'msx1b', 'myod1', 'ndr2', 'nog1', 'noto', 'nr2f2', 'nr6a1a', 'ntd5', 'olig4', 'otx2a', 'otx2b', 'pax3a', 'pax6a', 'pbx4', 'pcdh10b', 'plagl2', 'prickle1b', 'prox1a', 'raraa', 'rasl11b', 'rfx2', 'ripply1', 'rrbp1b', 'rreb1a', 'rxraa', 'rxrgb', 'sall3b', 'sdc4', 'si:ch211-106e7.2', 'six4b', 'sox13', 'sox19a', 'sox2', 'sox3', 'sox5', 'sp5l', 'sp8b', 'srrm4', 'stmn1a', 'tbx3b', 'tcf3b', 'tcf7', 'tcf7l1a', 'tcf7l1b', 'tfap2c', 'tp63', 'tram1', 'tshz3b', 'tuba1a', 'unc5b', 'vrtn', 'wnt11f2', 'xbp1', 'zbtb18', 'zc4h2', 'zeb1a', 'zeb2a', 'zfand5a', 'zic2a', 'znf576.2']"
Posterior lateral plate mesoderm,Periderm,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'ahi1', 'akap12b', 'anp32e', 'aplnra', 'apoc1', 'arf5', 'arhgap5', 'arl4ab', 'arl4d', 'aspm', 'bambia', 'baz1b', 'bmp2b', 'btg2', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdkn1ca', 'cdt1', 'cdx1a', 'cnn3a', 'crabp2b', 'ctcf', 'dbx1a', 'dkc1', 'dkk1b', 'dlgap5', 'dmd', 'dync1li1', 'efnb2b', 'elob', 'esrra', 'etv4', 'etv5a', 'eve1', 'fgf8a', 'flrt3', 'foxa', 'foxc1b', 'foxd3', 'fscn1a', 'fzd7a', 'fzd7b', 'gbx1', 'gfi1aa', 'gli1', 'gli2a', 'gmnn', 'h1-0', 'hdlbpa', 'her12', 'her3', 'her6', 'her7', 'her8a', 'hoxb7a', 'id3', 'itm2cb', 'kazald2', 'lamb1a', 'lamc1', 'lhx5', 'lima1a', 'mab21l2', 'map2k6', 'meis2a', 'meox1', 'mibp2', 'mns1', 'mych', 'mycn', 'myod1', 'nap1l1', 'nasp', 'ncapd2', 'nog1', 'nop58', 'notch1a', 'noto', 'nr6a1a', 'nsd2', 'pax6a', 'pbx1b', 'pcdh8', 'pdap1a', 'plagl2', 'pold3', 'ptp4a2b', 'rbmx', 'rcc1', 'rfx2', 'ripply1', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rrbp1b', 'rxraa', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:dkey-261m9.12', 'six4a', 'snai1a', 'sox10', 'sox11a', 'sox11b', 'sp8b', 'srrm4', 'stmn1a', 'stox1', 'supt16h', 'tbx16', 'tbx16l', 'tbx3b', 'tbx6', 'tbxta', 'tbxtb', 'tpx2', 'tram1', 'uhrf1', 'unga', 'ved', 'vent', 'vrtn', 'wnt11f2', 'wnt8a', 'zbtb18', 'zeb1a', 'zeb2a', 'zeb2b', 'zfand5a', 'zic2b', 'zic3', 'zswim5']"
Prechordal plate (axial mesoderm) late,Epidermal ectoderm,"['C7H16orf87', 'adka', 'aldob', 'arf5', 'arl4aa', 'arl6ip5a', 'atf6', 'atp2b1a', 'bambia', 'c1qbp', 'cdh2', 'chrd', 'dkc1', 'dlgap5', 'egln1b', 'elob', 'etv4', 'fbln2', 'foxp1b', 'fscn1a', 'gbx1', 'gli1', 'grhl2b', 'h1-0', 'her3', 'her5', 'kazald2', 'klf3', 'krt18a.1', 'krt8', 'lamp2', 'lhfpl6', 'mef2d', 'meox1', 'myclb', 'nop58', 'nr6a1a', 'otx2b', 'pcdh8', 'pdap1a', 'perp', 'ptp4a2b', 'rbmx', 'ripply1', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rreb1a', 'six3b', 'tbx1', 'tbx3b', 'tbx6', 'tbxta', 'tcf7l1a', 'tcf7l1b', 'zbtb18', 'zc4h2', 'zeb1b', 'zic3']"
Prechordal plate (axial mesoderm) late,Forebrain ventral,"['aldob', 'aplnra', 'arl4aa', 'arl4d', 'arl6ip5a', 'atp2b1a', 'bmp7a', 'c1qbp', 'cdx1a', 'cdx4', 'cfl1l', 'creb3l1', 'dync1li1', 'ednraa', 'egln1b', 'elob', 'esrra', 'f11r.1', 'fbln2', 'fn1a', 'foxh1', 'h1-0', 'hivep2a', 'hoxc3a', 'irx3a', 'kazald2', 'klf2a', 'klf2b', 'klf8', 'krt4', 'lhfpl6', 'mef2d', 'meox1', 'mibp2', 'myclb', 'nop58', 'nr6a1a', 'otx1', 'pcdh10b', 'pcdh8', 'ptp4a2b', 'raraa', 'rbmx', 'ripply1', 'rpl19', 'rpl38', 'rreb1a', 'szl', 'tbx1', 'tbx3b', 'tbx6', 'tcf7', 'tfap2a', 'tfap2c', 'tp63', 'ved', 'vgll4l', 'vrtn', 'zbtb18', 'zic3', 'znfl2a']"
Prechordal plate (axial mesoderm) late,Periderm,"['aldob', 'anp32e', 'aplnra', 'apoc1', 'arf5', 'arl6ip5a', 'atf6', 'atp2b1a', 'bach1b', 'c1qbp', 'cbx5', 'cdh2', 'cdh6', 'cdkn1ca', 'crabp2b', 'ctcf', 'cux1a', 'dkc1', 'dlgap5', 'dnmt3bb.2', 'ednraa', 'egln1b', 'esrra', 'etv4', 'etv5b', 'fbln2', 'foxc1a', 'foxh1', 'foxn2b', 'foxp1b', 'foxp2', 'fscn1a', 'fzd7b', 'gata5', 'gbx1', 'gmnn', 'h1-0', 'her3', 'her5', 'itga6a', 'itm2cb', 'kazald2', 'klf3', 'lamb1a', 'lamp2', 'lhfpl6', 'mns1', 'myclb', 'nr6a1a', 'otx2b', 'pdap1a', 'prmt1', 'ptp4a2b', 'rbbp4', 'rbmx', 'rcc1', 'ripply1', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'sall1a', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'six3b', 'six4b', 'snai1a', 'sox2', 'srrm4', 'stmn1a', 'tagln2', 'tbx1', 'tbx3b', 'tbx6', 'tcf3b', 'tgif1', 'tlcd5a', 'tmed10', 'tuba8l2', 'uncx4.1', 'vrtn', 'zbtb18', 'zc4h2', 'zic3', 'znf576.2']"
Prechordal plate (axial mesoderm) late,Placode lens,"['aldob', 'arf5', 'arl4d', 'arl6ip5a', 'atf6', 'atp2b1a', 'bambia', 'c1qbp', 'chrd', 'creb3l1', 'dkc1', 'dync1li1', 'ednraa', 'egln1b', 'elf1', 'elob', 'esrra', 'ets2', 'etv4', 'f11r.1', 'fbln2', 'foxa', 'foxh1', 'foxn2b', 'foxp1b', 'gbx1', 'grhl2b', 'h1-0', 'her3', 'her5', 'hivep2a', 'hoxb9a', 'hoxc3a', 'ism1', 'kazald2', 'klf8', 'krt18a.1', 'krt8', 'lgals3b', 'lhfpl6', 'lratd1', 'mef2d', 'meox1', 'mibp2', 'mych', 'myclb', 'nop58', 'nr6a1a', 'pcdh8', 'perp', 'ptp4a2b', 'raraa', 'rbmx', 'ripply1', 'rpl19', 'rpl38', 'rpl4', 'rreb1a', 'sall1a', 'sdc4', 'tbx1', 'tbx3b', 'tbx6', 'tbxta', 'tcf3b', 'uncx4.1', 'ved', 'zbtb18', 'znfl2a']"
Prechordal plate (axial mesoderm) late,Prechordal plate early,"['adka', 'akap12b', 'alcamb', 'aldob', 'anp32e', 'arf5', 'arhgap5', 'arl6ip5a', 'atf6', 'atp2b1a', 'bambia', 'bmp2b', 'bmp4', 'bmp7a', 'c1qbp', 'cbx5', 'cd63', 'cdh1', 'cdh2', 'cdx1a', 'cfl1l', 'chrd', 'crabp2b', 'creb3l1', 'dld', 'dmd', 'dnmt3bb.2', 'ednraa', 'efemp2b', 'egln1b', 'elf1', 'epcam', 'erf', 'esrra', 'ets2', 'etv4', 'etv5a', 'f11r.1', 'fezf2', 'fn1a', 'fn1b', 'foxa2', 'foxg1a', 'foxn2b', 'foxp1b', 'gbx1', 'gli1', 'gmnn', 'grhl2b', 'h1-0', 'hdlbpa', 'her5', 'her9', 'hivep2a', 'hoxb1b', 'hoxb9a', 'hoxc3a', 'hsp90aa1.2', 'irx7', 'itga6a', 'itgb5', 'itm2cb', 'kazald2', 'klf2a', 'klf2b', 'klf7a', 'krt4', 'lamp2', 'lef1', 'lhfpl6', 'lmo4a', 'map2k6', 'mef2d', 'meis3', 'mibp2', 'mns1', 'mych', 'myclb', 'nop58', 'notch1a', 'nr2f2', 'nr6a1a', 'nrarpa', 'nsd2', 'otx2a', 'perp', 'ptp4a2b', 'raraa', 'rbmx', 'rfx2', 'rnd1b', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rrbp1b', 'rreb1a', 'rxraa', 'rxrgb', 'sall1a', 'sdc4', 'shha', 'si:ch211-106e7.2', 'si:ch211-113a14.18', 'sox11b', 'sox13', 'sox19a', 'sox2', 'supt16h', 'szl', 'tagln2', 'tbx3b', 'tbxta', 'tcf3b', 'tcf7', 'tdgf1', 'tfap2a', 'tfap2c', 'tlcd5a', 'tmed10', 'tp63', 'tram1', 'tuba8l2', 'unc5b', 'uncx4.1', 'ved', 'vgll4l', 'vrtn', 'wnt8a', 'zeb1b', 'zgc:174154', 'znfl2a', 'zswim5']"
Prechordal plate early,Cephalic mesoderm,"['alcamb', 'aldob', 'apoc1', 'arf5', 'arl4d', 'atf6', 'c1qbp', 'dkc1', 'dlgap5', 'egln1b', 'elob', 'ephb3a', 'esrra', 'eve1', 'f11r.1', 'fbln2', 'fezf2', 'foxa', 'foxa2', 'foxg1a', 'foxn2b', 'h1-0', 'her3', 'her6', 'her7', 'kdrl', 'klf8', 'krt4', 'lamp2', 'lmo2', 'lratd1', 'mef2d', 'msx1b', 'nkx2.2a', 'nop58', 'noto', 'nr6a1a', 'oclna', 'pcdh8', 'pdap1a', 'ptp4a2b', 'rbmx', 'ripply1', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rreb1a', 'rx3', 'six3b', 'snai2', 'tbx3b', 'tbx6', 'tp63', 'zbtb18']"
Prechordal plate early,Epidermal ectoderm,"['C7H16orf87', 'adka', 'admp', 'aldob', 'aplnrb', 'arf5', 'arl4aa', 'atf6', 'bambia', 'c1qbp', 'chrd', 'chst11', 'dact2', 'dkc1', 'dlgap5', 'dync1li1', 'egln1b', 'elob', 'etv4', 'fbln2', 'foxc1a', 'foxn2b', 'foxp1b', 'foxp2', 'fscn1a', 'gfi1aa', 'grhl2b', 'h1-0', 'her3', 'her5', 'her6', 'her7', 'ism1', 'klf3', 'krt18a.1', 'krt8', 'lamp2', 'lgals3b', 'lmo2', 'lratd1', 'mab21l2', 'mef2d', 'mibp2', 'myf5', 'nkx2.2a', 'nog1', 'nop58', 'nr6a1a', 'osr1', 'otx2b', 'pcdh8', 'pdap1a', 'perp', 'prmt1', 'ptp4a2b', 'rbmx', 'rhov', 'ripply1', 'rpl19', 'rpl38', 'rpl4', 'rplp2l', 'rreb1a', 'rx3', 'sall3b', 'six3b', 'sox5', 'tbx1', 'tbx3b', 'tbx6', 'tbxta', 'tcf7l1a', 'zbtb18', 'zc4h2', 'zeb2b', 'zic3', 'znf576.2']"
