source,target,bleed_genes
Ectoderm dorsal posterior,Neurectoderm posterior,"['acvr1ba', 'add3b', 'ahi1', 'aldob', 'anp32e', 'arl4ab', 'atf6', 'atp2b1a', 'bambia', 'bmp2b', 'bmp4', 'bmp7a', 'btg2', 'cdc14b', 'cdh1', 'cdh6', 'cdkn1ca', 'creb3l1', 'creb3l2', 'cst3', 'cxcr4a', 'ddx4', 'dld', 'drll.2', 'drll.3', 'dynll1', 'efemp2b', 'efnb2a', 'epcam', 'epha2a', 'eppk1', 'erf', 'ets2', 'etv4', 'etv5b', 'eve1', 'f11r.1', 'flrt3', 'fn1b', 'foxa2', 'foxc1a', 'foxd3', 'foxd5', 'foxh1', 'foxi1', 'foxn2b', 'fscn1a', 'fzd8a', 'gata2a', 'gli1', 'grhl1', 'helb', 'her1', 'her7', 'her8a', 'id3', 'itgb5', 'itm2cb', 'klf2a', 'klf2b', 'klf8', 'krt4', 'krt8', 'krt99', 'lamb1a', 'lamc1', 'lamp2', 'lbx2', 'lft1', 'lhfpl6', 'lhx1a', 'lhx5', 'meox1', 'mespab', 'mixl1', 'mns1', 'msgn1', 'mych', 'mycla', 'nasp', 'notch1a', 'noto', 'nrarpa', 'ntd5', 'oclna', 'pcdh10b', 'pknox1.1', 'plekhg5b', 'rasgef1ba', 'rasl11b', 'rcc1', 'rfx2', 'rhov', 'ripply1', 'rnd1b', 'rrbp1b', 'sall3b', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'six4a', 'six4b', 'skia', 'skilb', 'smtnl', 'snai1a', 'sox11b', 'sox13', 'sox17', 'sox19a', 'sox2', 'sox3', 'sox32', 'stox1', 'szl', 'tbx16', 'tbx6', 'tbxta', 'tbxtb', 'tcf3b', 'tcf7l1a', 'tcf7l1b', 'tdgf1', 'tead1a', 'tgif1', 'tram1', 'uhrf1', 'uncx4.1', 'ved', 'vent', 'vgll4l', 'vrtn', 'wnt11f2', 'xbp1', 'ypel3', 'zc4h2', 'zic2b', 'znfl2a', 'zswim5']"
Ectoderm dorsal posterior,Neuroectoderm anterior,"['acvr1ba', 'add3b', 'ahi1', 'anp32e', 'aplnra', 'arl4d', 'atp2b1a', 'bach1b', 'bambia', 'bmp2b', 'bmp4', 'btg2', 'cdc14b', 'cdh1', 'cdkn1ca', 'cdx1a', 'creb3l1', 'creb3l2', 'cxcr4a', 'ddx4', 'drll.2', 'drll.3', 'dynll1', 'efemp2b', 'efnb2a', 'epcam', 'eppk1', 'esrra', 'ets2', 'etv5b', 'f11r.1', 'fgf8a', 'fn1b', 'fnbp1l', 'foxa', 'foxc1b', 'fscn1a', 'grhl1', 'gsc', 'helb', 'her1', 'her8a', 'itm2cb', 'klf3', 'krt18a.1', 'krt4', 'krt8', 'lamb1a', 'lamc1', 'lamp2', 'lbx2', 'lft1', 'lhfpl6', 'lhx1a', 'meox1', 'mespab', 'mns1', 'mycla', 'myf5', 'nog1', 'notch1a', 'ntd5', 'oclna', 'pknox1.1', 'prickle1b', 'rab11fip4a', 'raraa', 'rcc1', 'rfx2', 'rhov', 'rrbp1b', 'sdc4', 'si:ch211-106e7.2', 'si:dkey-261m9.12', 'six4a', 'six4b', 'sox17', 'sox19a', 'sox3', 'stox1', 'szl', 'tbx1', 'tbx6', 'tbxtb', 'tcf3b', 'tshz3b', 'tuba1a', 'tuba8l2', 'twist2', 'unc5b', 'ved', 'vent', 'vrtn', 'wnt8a', 'ypel3', 'zc4h2', 'zeb1a', 'znfl2a', 'zswim5']"
Ectoderm dorsal posterior,Non-neural ectoderm,"['acvr1ba', 'add3b', 'alcamb', 'aldob', 'anp32e', 'atf6', 'atp2b1a', 'axin2', 'bach1b', 'btg2', 'cdh2', 'clic4', 'creb3l2', 'cst3', 'cxcr4a', 'ddx4', 'dnmt3bb.2', 'drll.2', 'dynll1', 'epcam', 'ephb3a', 'esrra', 'ets2', 'etv5b', 'f11r.1', 'fgf8a', 'fnbp1l', 'foxc1b', 'fzd8a', 'gsc', 'helb', 'her1', 'her5', 'irx7', 'itm2cb', 'lamp2', 'lbx2', 'lft1', 'lhfpl6', 'lhx5', 'meox1', 'mych', 'mycla', 'myclb', 'nasp', 'ntd5', 'oclna', 'otx1', 'otx2a', 'plekhg5b', 'rab11fip4a', 'raraa', 'rcc1', 'rfx2', 'rrbp1b', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six4a', 'skia', 'smtnl', 'sox11a', 'sox11b', 'sox13', 'sox19a', 'sox2', 'tbx6', 'tbxta', 'tbxtb', 'tgif1', 'uhrf1', 'uncx4.1', 'vrtn', 'wnt8a', 'ypel3', 'zswim5']"
Ectoderm dorsal posterior,Notochord early,"['add3b', 'ahi1', 'aldob', 'anp32e', 'apoc1', 'atp2b1a', 'bambia', 'bmp4', 'bmp7a', 'btg2', 'cdc14b', 'cdh1', 'cdx1a', 'dld', 'dlx3b', 'drll.2', 'dynll1', 'efemp2b', 'efna1a', 'epcam', 'erf', 'etv4', 'etv5b', 'f11r.1', 'fezf2', 'foxc1b', 'foxd3', 'foxd5', 'foxh1', 'foxi1', 'foxn2b', 'foxp1b', 'foxp2', 'fzd7a', 'fzd8a', 'grhl1', 'grhl2b', 'helb', 'her5', 'her9', 'id3', 'kazald2', 'klf2a', 'krt4', 'krt8', 'lamp2', 'lbx2', 'lima1a', 'meox1', 'mns1', 'msx3', 'mych', 'oclna', 'otx1', 'otx2a', 'perp', 'plekhg5b', 'rasgef1ba', 'rcc1', 'rnd1b', 'rreb1a', 'sdc4', 'six4a', 'six4b', 'skia', 'sox17', 'sox5', 'sp5l', 'stox1', 'szl', 'tcf7l1a', 'tead1a', 'tgif1', 'tp63', 'tuba1a', 'uncx4.1', 'ved', 'vent', 'vgll4l', 'vrtn', 'ypel3', 'zeb1a', 'zeb1b', 'zic2a', 'znf185', 'znfl2a']"
Ectoderm dorsal posterior,Paraxial mesoderm,"['ackr3b', 'acvr1ba', 'add3b', 'aldob', 'anp32e', 'arl4ab', 'atf6', 'atp2b1a', 'axin2', 'bambia', 'baz1b', 'bmp2b', 'bmp4', 'bmp7a', 'c1qbp', 'cdc14b', 'cdkn1ca', 'cdx4', 'chrd', 'dact2', 'dnmt3bb.2', 'dynll1', 'elf1', 'epcam', 'epha2a', 'eppk1', 'etv5b', 'eve1', 'f11r.1', 'fezf2', 'foxi1', 'foxn2b', 'foxp1b', 'foxp2', 'gata2a', 'grhl2b', 'gsc', 'her5', 'her9', 'irx1b', 'irx7', 'klf2a', 'klf3', 'krt18a.1', 'krt8', 'lamp2', 'lima1a', 'map2k6', 'mns1', 'msx3', 'mych', 'oclna', 'perp', 'plekhg5b', 'ppan', 'rab11fip4a', 'rbbp4', 'rcc1', 'rfx2', 'rrbp1b', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six7', 'skia', 'sox11b', 'stox1', 'szl', 'tgif1', 'tp63', 'tph1b', 'tram1', 'twist2', 'uhrf1', 'ved', 'vgll4l', 'ypel3', 'zic2b', 'zic3', 'znfl2a']"
Ectoderm dorsal posterior,Tailbud NMP,"['acvr1ba', 'add3b', 'alcamb', 'aldob', 'anp32e', 'atf6', 'atp2b1a', 'baz1b', 'btg2', 'c1qbp', 'cdh1', 'cdkn1ca', 'creb3l2', 'cst3', 'cxcr4a', 'ddx4', 'dnmt3bb.2', 'dynll1', 'efna1a', 'efnb2a', 'efnb2b', 'epcam', 'epha2a', 'ephb3a', 'eppk1', 'erf', 'ets2', 'etv5b', 'f11r.1', 'fezf2', 'fnbp1l', 'foxa', 'foxa2', 'foxc1b', 'foxd3', 'foxh1', 'foxp1b', 'foxp2', 'fscn1a', 'gata5', 'gata6', 'gli2a', 'grhl1', 'grhl2b', 'gsc', 'her9', 'kazald2', 'klf8', 'krt18a.1', 'krt8', 'krt99', 'lamp2', 'lbx2', 'lhx1a', 'lmo4a', 'map2k6', 'meox1', 'mixl1', 'mns1', 'mych', 'mycla', 'myclb', 'mycn', 'myf5', 'nasp', 'nog1', 'ntd5', 'oclna', 'pcdh10b', 'ppan', 'rasgef1ba', 'rbbp4', 'rcc1', 'ripply1', 'rnd1b', 'sdc4', 'shha', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'six7', 'skilb', 'smtnl', 'sox11b', 'sox13', 'sox17', 'sox2', 'sox3', 'sox32', 'stox1', 'tbx6', 'tead1a', 'tgif1', 'tram1', 'tuba1a', 'uhrf1', 'vgll4l', 'xbp1', 'ypel3', 'zc4h2', 'zeb1a', 'zeb2b', 'zswim5']"
Ectoderm ventral anterior,Definitive endoderm early,"['aldob', 'anp32e', 'apoc1', 'arl4aa', 'atf6', 'atp2b1a', 'baz1b', 'bmp2b', 'bmp4', 'bmp7a', 'btg2', 'cdc14b', 'cdkn1ca', 'dnmt3bb.2', 'dynll1', 'epha2a', 'erf', 'esrra', 'etv4', 'f11r.1', 'fn1b', 'fnbp1l', 'foxc1b', 'foxn2b', 'foxp1b', 'foxp2', 'fzd8a', 'gbx1', 'gli2a', 'her7', 'her8a', 'her9', 'irx1b', 'itgb5', 'lef1', 'map2k6', 'meox1', 'mns1', 'mych', 'mycla', 'myf5', 'nasp', 'notch1a', 'nrarpa', 'otx1', 'otx2b', 'ppan', 'prdm1a', 'rasgef1ba', 'rbbp4', 'rcc1', 'rhov', 'rreb1a', 'si:dkey-261m9.12', 'six7', 'skia', 'skilb', 'sox11b', 'szl', 'tbxtb', 'tcf7l1a', 'tead1a', 'tgif1', 'tlcd5a', 'tram1', 'twist2', 'uhrf1', 'ved', 'vrtn', 'xbp1', 'zc4h2', 'zeb1a', 'zeb1b', 'zeb2b', 'zic2b', 'zic3', 'znfl2a']"
Ectoderm ventral anterior,Definitive endoderm late,"['aldob', 'anp32e', 'arl4aa', 'atp2b1a', 'baz1b', 'bmp2b', 'bmp4', 'bmp7a', 'cdc14b', 'cdkn1ca', 'dnmt3bb.2', 'dynll1', 'efnb2b', 'epha2a', 'erf', 'etv4', 'f11r.1', 'fn1b', 'fnbp1l', 'foxp1b', 'foxp2', 'fzd7a', 'fzd8a', 'her7', 'her8a', 'her9', 'irx7', 'itgb5', 'lamp2', 'lef1', 'map2k6', 'mns1', 'mych', 'mycla', 'mycn', 'nasp', 'notch1a', 'nrarpa', 'nsd2', 'olig4', 'otx1', 'otx2b', 'ppan', 'prdm1a', 'rasgef1ba', 'rbbp4', 'rcc1', 'rhov', 'rreb1a', 'sdc4', 'si:dkey-261m9.12', 'six7', 'skia', 'skilb', 'sox11b', 'sox3', 'sp8b', 'tbx6', 'tcf7l1a', 'tdgf1', 'tead1a', 'tgif1', 'tlcd5a', 'tram1', 'uhrf1', 'vgll4l', 'vrtn', 'xbp1', 'ypel3', 'zc4h2', 'zeb1a', 'zeb1b', 'zeb2b', 'zic2b', 'zic3', 'znfl2a']"
Ectoderm ventral anterior,EVL,"['acvr1ba', 'axin2', 'btg2', 'c1qbp', 'cdx1a', 'cdx4', 'cst3', 'cxcr4a', 'ddx4', 'dkk1b', 'dld', 'ednraa', 'efemp2b', 'ephb3a', 'esrra', 'etv5b', 'fbln2', 'flrt3', 'foxa', 'foxa2', 'foxc1a', 'foxp1b', 'fscn1a', 'fzd7a', 'fzd8a', 'gata2a', 'gbx1', 'gsc', 'helb', 'her1', 'her5', 'her7', 'hoxb1b', 'irx7', 'itm2cb', 'jcada', 'kirrel3l', 'klf2b', 'lamc1', 'lamp2', 'lft1', 'lft2', 'lhfpl6', 'lhx5', 'lima1a', 'lmo4a', 'meis1b', 'meis3', 'mespab', 'mixl1', 'msgn1', 'msx1b', 'mych', 'mycn', 'myf5', 'ndr2', 'nog1', 'nrarpa', 'ntd5', 'otx1', 'otx2a', 'otx2b', 'pcdh10b', 'pcdh8', 'pknox1.1', 'plekhg5b', 'ppan', 'rab11fip4a', 'rasgef1ba', 'rfx2', 'rhov', 'ripply1', 'rnd1b', 'sall3b', 'shha', 'six3b', 'six4a', 'six4b', 'six7', 'skia', 'skilb', 'sox3', 'sox5', 'sp5l', 'tbx16', 'tbx16l', 'tbx6', 'tbxtb', 'tcf3b', 'tead1a', 'tfap2a', 'tram1', 'tshz3b', 'twist2', 'unc5b', 'ved', 'wnt8a', 'xbp1', 'ypel3', 'zeb1a', 'zeb1b', 'zeb2b', 'zic2a', 'zic3', 'zswim5']"
Ectoderm ventral anterior,Ectoderm dorsal anterior,"['ackr3b', 'acvr1ba', 'add3b', 'anp32e', 'aplnra', 'arl4aa', 'arl4d', 'atp2b1a', 'axin2', 'bach1b', 'cdc14b', 'cdh1', 'cdh6', 'cdkn1ca', 'crabp2b', 'creb3l1', 'cxcr4a', 'dkk1b', 'drll.2', 'drll.3', 'dynll1', 'efemp2b', 'efna1a', 'elf1', 'epcam', 'eppk1', 'erf', 'ets2', 'flrt3', 'fn1b', 'foxa', 'foxa2', 'foxc1a', 'foxc1b', 'foxh1', 'foxn2b', 'gata5', 'gata6', 'grhl2b', 'helb', 'her1', 'jcada', 'klf8', 'krt8', 'lamb1a', 'lamc1', 'lamp2', 'lbx2', 'lft1', 'lhfpl6', 'lhx1a', 'meis1b', 'meox1', 'mespab', 'mixl1', 'msx1b', 'myf5', 'nog1', 'notch1a', 'nrarpa', 'ntd5', 'osr1', 'pcdh10b', 'pcdh8', 'pknox1.1', 'plekhg5b', 'prickle1b', 'rasl11b', 'rcc1', 'rfx2', 'rhov', 'ripply1', 'rnd1b', 'rrbp1b', 'rreb1a', 'sall3b', 'sdc4', 'si:ch211-106e7.2', 'six4a', 'six4b', 'skilb', 'smtnl', 'snai1a', 'sox13', 'sox17', 'sox3', 'sox32', 'sox5', 'stox1', 'tbx6', 'tbxta', 'tbxtb', 'tcf7', 'tead1a', 'tgif1', 'tlcd5a', 'tram1', 'tshz3b', 'tuba1a', 'twist2', 'unc5b', 'vrtn', 'wnt8a', 'xbp1', 'ypel3', 'znf185', 'znfl2a']"
Ectoderm ventral anterior,Ectoderm dorsal posterior,"['add3b', 'aldob', 'aplnra', 'arl4aa', 'arl4d', 'atf6', 'atp2b1a', 'bach1b', 'c1qbp', 'cdc14b', 'cdh1', 'cdkn1ca', 'cdx1a', 'crabp2b', 'creb3l1', 'dbx1a', 'drll.3', 'dynll1', 'ednraa', 'efemp2b', 'efna1a', 'epcam', 'eppk1', 'erf', 'eve1', 'f11r.1', 'fbln2', 'flrt3', 'foxp1b', 'foxp2', 'gli2a', 'grhl2b', 'her7', 'her9', 'ism1', 'jcada', 'klf8', 'krt8', 'krt99', 'lamb1a', 'lamc1', 'lamp2', 'lef1', 'lhfpl6', 'lhx5', 'map2k6', 'meis1b', 'mespab', 'mixl1', 'msx1b', 'mych', 'mycla', 'nasp', 'notch1a', 'oclna', 'olig4', 'osr1', 'pcdh8', 'perp', 'pknox1.1', 'ppan', 'prickle1b', 'rbbp4', 'rcc1', 'rhov', 'ripply1', 'rnd1b', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six4b', 'six7', 'sox11b', 'sox5', 'stox1', 'tbx16', 'tcf7l1a', 'tcf7l1b', 'tead1a', 'tgif1', 'tlcd5a', 'tram1', 'tuba8l2', 'twist2', 'uhrf1', 'unc5b', 'vrtn', 'ypel3', 'znf185', 'znfl2a']"
Ectoderm ventral anterior,Ectoderm ventral posterior,"['ackr3b', 'add3b', 'ahi1', 'alcamb', 'aldob', 'apoc1', 'arl4aa', 'atf6', 'atp2b1a', 'bach1b', 'bambia', 'baz1b', 'bmp2b', 'bmp7a', 'btg2', 'c1qbp', 'cdh1', 'cdkn1ca', 'crabp2b', 'creb3l1', 'creb3l2', 'cxcr4a', 'dnmt3bb.2', 'dynll1', 'ednraa', 'efnb2a', 'elf1', 'epcam', 'eppk1', 'erf', 'f11r.1', 'fbln2', 'fezf2', 'flrt3', 'fn1a', 'foxa', 'foxh1', 'foxn2b', 'foxp1b', 'foxp2', 'fzd7a', 'gli2a', 'grhl2b', 'gsc', 'her8a', 'her9', 'id3', 'klf8', 'krt8', 'krt99', 'lamp2', 'lhfpl6', 'lima1a', 'map2k6', 'meis1b', 'meis3', 'mns1', 'msx3', 'mych', 'mycla', 'myclb', 'mycn', 'nasp', 'nog1', 'nsd2', 'oclna', 'ppan', 'raraa', 'rasl11b', 'rbbp4', 'rcc1', 'rhov', 'ripply1', 'rnd1b', 'rrbp1b', 'rreb1a', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'six4b', 'skia', 'sox11a', 'sox11b', 'sox17', 'sox19a', 'sox2', 'stox1', 'tbx1', 'tbx6', 'tead1a', 'tfap2c', 'tlcd5a', 'tram1', 'tuba1a', 'twist2', 'uhrf1', 'ypel3', 'zic2a', 'zic2b', 'zic3', 'znf185', 'zswim5']"
Ectoderm ventral anterior,Mesoderm ventral,"['add3b', 'ahi1', 'aldob', 'anp32e', 'apoc1', 'atf6', 'atp2b1a', 'bach1b', 'bambia', 'baz1b', 'bmp7a', 'cdkn1ca', 'cxcr4a', 'dnmt3bb.2', 'dynll1', 'elf1', 'epcam', 'epha2a', 'erf', 'esrra', 'etv4', 'etv5b', 'f11r.1', 'fnbp1l', 'foxb1a', 'foxd5', 'foxp1b', 'foxp2', 'fzd8a', 'gbx1', 'gli2a', 'grhl2b', 'her6', 'kazald2', 'klf3', 'krt8', 'lamp2', 'lima1a', 'map2k6', 'mns1', 'mych', 'mycla', 'mycn', 'nasp', 'notch1a', 'noto', 'nrarpa', 'nsd2', 'otx1', 'otx2b', 'perp', 'ppan', 'prdm1a', 'rab11fip4a', 'rasgef1ba', 'rbbp4', 'rcc1', 'rfx2', 'rreb1a', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six7', 'skia', 'sox11b', 'stox1', 'szl', 'tead1a', 'tgif1', 'tlcd5a', 'tram1', 'twist2', 'uhrf1', 'ved', 'xbp1', 'zc4h2', 'zeb1a', 'zic2b']"
Ectoderm ventral anterior,Neurectoderm posterior,"['add3b', 'aldob', 'anp32e', 'arl4aa', 'arl4d', 'atf6', 'atp2b1a', 'bach1b', 'c1qbp', 'cdc14b', 'cdh1', 'cdkn1ca', 'crabp2b', 'creb3l1', 'cst3', 'cxcr4a', 'ddx4', 'dld', 'drll.2', 'drll.3', 'dynll1', 'efemp2b', 'efna1a', 'efnb2a', 'elf1', 'epcam', 'eppk1', 'erf', 'ets2', 'eve1', 'f11r.1', 'flrt3', 'fn1b', 'gli2a', 'grhl1', 'grhl2b', 'her1', 'her7', 'kirrel3l', 'klf8', 'krt4', 'krt8', 'krt99', 'lamb1a', 'lamc1', 'lamp2', 'lhfpl6', 'lhx1a', 'lhx5', 'mespab', 'mixl1', 'mns1', 'mych', 'mycla', 'nasp', 'notch1a', 'ntd5', 'oclna', 'olig4', 'pcdh10b', 'pknox1.1', 'rcc1', 'rhov', 'ripply1', 'rnd1b', 'rrbp1b', 'sall3b', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six4b', 'smtnl', 'sox11b', 'sox17', 'sox19a', 'sox2', 'stox1', 'tbx16', 'tbx6', 'tcf7l1a', 'tcf7l1b', 'tead1a', 'tgif1', 'tlcd5a', 'tram1', 'tuba8l2', 'twist2', 'uhrf1', 'vrtn', 'ypel3', 'zic2b', 'znf185', 'znfl2a']"
Ectoderm ventral anterior,Neuroectoderm anterior,"['ackr3b', 'acvr1ba', 'add3b', 'anp32e', 'aplnra', 'arl4ab', 'arl4d', 'atp2b1a', 'axin2', 'bach1b', 'cdc14b', 'cdh1', 'cdh6', 'cdkn1ca', 'crabp2b', 'creb3l1', 'cst3', 'cxcr4a', 'ddx4', 'dkk1b', 'drll.2', 'drll.3', 'dynll1', 'efemp2b', 'efna1a', 'elf1', 'epcam', 'epha2a', 'eppk1', 'erf', 'etv4', 'etv5b', 'f11r.1', 'fgf8a', 'flrt3', 'fn1b', 'foxa', 'foxa2', 'foxc1a', 'foxh1', 'foxn2b', 'gata5', 'gata6', 'gbx1', 'grhl1', 'helb', 'her1', 'ism1', 'itgb5', 'itm2cb', 'jcada', 'klf8', 'krt18a.1', 'krt4', 'krt8', 'krt99', 'lamb1a', 'lamc1', 'lamp2', 'lft1', 'lhfpl6', 'lhx1a', 'meis3', 'meox1', 'mespab', 'mixl1', 'mycla', 'nog1', 'notch1a', 'noto', 'nrarpa', 'ntd5', 'oclna', 'pcdh10b', 'pknox1.1', 'plekhg5b', 'prickle1b', 'rab11fip4a', 'rasgef1ba', 'rcc1', 'rfx2', 'rhov', 'rnd1b', 'rrbp1b', 'rreb1a', 'sall3b', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six4a', 'six4b', 'skilb', 'snai1a', 'sox13', 'sox17', 'sox3', 'stox1', 'tbx1', 'tbx6', 'tbxta', 'tbxtb', 'tcf7', 'tead1a', 'tlcd5a', 'tph1b', 'tram1', 'tshz3b', 'tuba8l2', 'twist2', 'unc5b', 'uncx4.1', 'vrtn', 'wnt8a', 'xbp1', 'ypel3', 'znf185']"
Ectoderm ventral anterior,Non-neural ectoderm,"['acvr1ba', 'add3b', 'ahi1', 'aldob', 'anp32e', 'arl4d', 'atf6', 'atp2b1a', 'bach1b', 'bmp4', 'bmp7a', 'btg2', 'c1qbp', 'cdc14b', 'cdh2', 'cdkn1ca', 'clic4', 'creb3l1', 'creb3l2', 'cst3', 'cxcr4a', 'dbx1a', 'ddx4', 'drll.2', 'drll.3', 'dynll1', 'ednraa', 'efemp2b', 'efnb2a', 'epcam', 'epha2a', 'eppk1', 'erf', 'ets2', 'etv4', 'etv5b', 'eve1', 'f11r.1', 'fnbp1l', 'foxa', 'foxa2', 'foxa3', 'foxc1b', 'foxd3', 'foxd5', 'foxh1', 'foxn2b', 'fscn1a', 'fzd8a', 'gata5', 'gata6', 'gli1', 'gli2a', 'grhl1', 'gsc', 'helb', 'her7', 'her8a', 'id3', 'irx1b', 'itgb5', 'itm2cb', 'kazald2', 'klf2b', 'klf8', 'krt99', 'lamb1a', 'lamp2', 'lhfpl6', 'lhx1a', 'lhx5', 'meis3', 'meox1', 'mixl1', 'mns1', 'mych', 'mycla', 'myclb', 'nasp', 'notch1a', 'nsd2', 'oclna', 'olig4', 'pknox1.1', 'plekhg5b', 'ppan', 'prickle1b', 'rab11fip4a', 'raraa', 'rasgef1ba', 'rasl11b', 'rcc1', 'rfx2', 'rhov', 'rnd1b', 'rrbp1b', 'sall3b', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'skia', 'skilb', 'smtnl', 'snai1a', 'sox11a', 'sox11b', 'sox17', 'sox19a', 'sox2', 'sox3', 'sox32', 'stox1', 'tbx16', 'tbx6', 'tcf3b', 'tcf7l1a', 'tdgf1', 'tgif1', 'tlcd5a', 'tph1b', 'tram1', 'tuba8l2', 'uhrf1', 'uncx4.1', 'ved', 'vent', 'vgll4l', 'vrtn', 'ypel3', 'zc4h2', 'zeb1a', 'zic2a', 'zic2b', 'zic3', 'znf185', 'znfl2a', 'zswim5']"
Ectoderm ventral anterior,Tailbud NMP,"['add3b', 'ahi1', 'alcamb', 'aldob', 'anp32e', 'apoc1', 'arl4aa', 'atf6', 'atp2b1a', 'bambia', 'baz1b', 'bmp2b', 'bmp4', 'bmp7a', 'btg2', 'c1qbp', 'cdh1', 'cdkn1ca', 'creb3l2', 'cxcr4a', 'ddx4', 'dnmt3bb.2', 'dynll1', 'ednraa', 'efnb2a', 'elf1', 'epcam', 'eppk1', 'erf', 'ets2', 'f11r.1', 'fbln2', 'fezf2', 'foxa2', 'foxc1b', 'foxp1b', 'foxp2', 'fscn1a', 'gli2a', 'grhl1', 'grhl2b', 'gsc', 'her8a', 'krt18a.1', 'krt8', 'krt99', 'lamb1a', 'lamp2', 'lbx2', 'lhx1a', 'lima1a', 'map2k6', 'meis3', 'mixl1', 'mns1', 'mych', 'mycla', 'myclb', 'myf5', 'nasp', 'notch1a', 'nsd2', 'oclna', 'pcdh10b', 'ppan', 'rasl11b', 'rbbp4', 'rcc1', 'rhov', 'ripply1', 'rnd1b', 'shha', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'sox11a', 'sox11b', 'sox2', 'stox1', 'szl', 'tbx1', 'tbx6', 'tgif1', 'tlcd5a', 'tram1', 'tuba1a', 'tuba8l2', 'uhrf1', 'ved', 'ypel3', 'zic2a', 'zic2b', 'zic3', 'znf185']"
Ectoderm ventral posterior,Dorsal margin,"['add3b', 'ahi1', 'alcamb', 'aldob', 'anp32e', 'arl4aa', 'atp2b1a', 'axin2', 'bach1b', 'baz1b', 'bmp2b', 'c1qbp', 'cdh1', 'cdx4', 'cxcr4a', 'dbx1a', 'ddx4', 'dld', 'dnmt3bb.2', 'drll.2', 'drll.3', 'dynll1', 'ednraa', 'elf1', 'epcam', 'eppk1', 'erf', 'etv4', 'etv5b', 'fezf2', 'fnbp1l', 'foxc1b', 'foxh1', 'foxp1b', 'foxp2', 'fzd7a', 'gbx1', 'gli2a', 'grhl1', 'grhl2b', 'helb', 'her7', 'hoxb1b', 'kazald2', 'klf3', 'klf8', 'krt4', 'krt8', 'krt99', 'lbx2', 'lhx5', 'lmo4a', 'map2k6', 'meis3', 'meox1', 'mycla', 'mycn', 'nasp', 'nrarpa', 'oclna', 'olig4', 'otx1', 'otx2b', 'plekhg5b', 'prdm1a', 'rab11fip4a', 'raraa', 'rbbp4', 'rcc1', 'rreb1a', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'sox11a', 'sox11b', 'sox19a', 'sox2', 'sox3', 'stox1', 'tagln2', 'tead1a', 'tgif1', 'tp63', 'tram1', 'uhrf1', 'unc5b', 'vgll4l', 'zc4h2', 'zeb2b', 'zic2b', 'znf185', 'znfl2a']"
Ectoderm ventral posterior,EVL,"['ackr3b', 'acvr1ba', 'arl4ab', 'atp2b1a', 'btg2', 'cdh6', 'chrd', 'cst3', 'cxcr4a', 'dbx1a', 'ddx4', 'dkk1b', 'dlx3b', 'drll.2', 'ednraa', 'fbln2', 'flrt3', 'fn1b', 'foxa2', 'foxa3', 'foxb1a', 'foxc1b', 'foxh1', 'foxi1', 'foxp1b', 'fscn1a', 'fzd7a', 'gata5', 'gli1', 'gsc', 'helb', 'her5', 'her8a', 'her9', 'irx1b', 'itm2cb', 'jcada', 'kazald2', 'klf8', 'lamc1', 'lamp2', 'lft1', 'lft2', 'lima1a', 'meis1b', 'mixl1', 'mycn', 'myf5', 'ndr2', 'noto', 'ntd5', 'osr1', 'pcdh8', 'ppan', 'prdm1a', 'prickle1b', 'rab11fip4a', 'rfx2', 'rhov', 'ripply1', 'rnd1b', 'rrbp1b', 'shha', 'si:dkey-261m9.12', 'six3b', 'six4b', 'skilb', 'snai1a', 'sox13', 'sox17', 'sox19a', 'sox5', 'tbx1', 'tbx6', 'tcf3b', 'tcf7l1a', 'tcf7l1b', 'tead1a', 'tp63', 'tph1b', 'tram1', 'tshz3b', 'twist2', 'unc5b', 'ved', 'ypel3', 'zeb1b', 'zeb2b', 'zic2a', 'zic3']"
